review,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty
"chơi game mà chỉ đứng trong tế đàn 15 phút để soạn đồ thì tính là afk trừ 5 điểm uy tín, trong khi mấy đứa khác phá game thì không sao, bực bội",0,0,0,0,2,0,0,2,0,0
game không nên chơi!,0,0,0,0,0,0,0,0,0,0
tệ hại chơi toàn văng rồi trừ uy tín,0,0,0,2,0,0,0,0,0,0
"người chơi tệ mà không báo cáo được, rốt cuộc mấy người chỉnh sửa phần tố cáo kiểu gì vậy? còn xóa phần đánh giá trước của tôi. khỏi xóa ha mỗi ngày tôi vào báo cáo 1 lần. tạo 10 tài khoản báo cáo mấy người. game tệ hại. tôi nạp tiền vào để trải nghiệm điều này à?",0,0,0,2,2,2,0,2,0,0
chịu game ghép toàn bộ phá game,0,2,0,0,0,0,0,2,0,0
cập nhật xong giật lag liên tục,0,0,0,2,0,0,0,0,0,0
cơ chế xếp điểm mvp quá lỗi hack map tràn lan,0,2,0,2,2,0,0,0,0,0
lag vô cùng,0,0,0,2,0,0,0,0,0,0
tính điểm như tệ hại,0,0,0,0,2,0,0,0,0,0
nói là vương giả vinh diệu lite cũng không sai con tướng từ những ngày đầu của game tự tạo ra nhưng lại bị ép buộc để có thể trở thành con tướng khác trong vgvd ảnh hưởng đến trải nghiệm người chơi chắc sớm muộn bỏ game,0,0,0,0,2,0,0,0,2,0
chơi game cứ bị văng ra mặc dù mạng mạnh rồi lại trừ uy tín,0,0,0,2,2,0,0,0,0,0
con game nó thật thiên vị đội xanh màn hình chọn đội xanh rồi mà nó vẫn cho đội đỏ thật là chán không có tải gì luôn,0,2,0,0,0,0,0,0,0,0
hảo game tôi đang chơi thì lại lỗi rồi vào lại thì nói tôi afk rồi trừ uy tín game khắc phục lỗi ngay nhé,0,0,0,2,2,2,0,0,0,0
nhiều dung lượng,0,0,0,2,0,0,0,0,0,0
ghép lệch rank vô cùng game tệ hại,0,2,0,0,0,0,0,0,0,0
chơi được nhưng game cập nhật tốn nhiều ram để tải quá,0,0,0,2,0,0,0,0,0,0
"sao người chọn đúng đường mình đi vẫn phải chờ vì báo chôn game, thằng chọn sai đường mới là chôn game, yêu cầu tính xác thực",0,2,0,0,2,2,0,0,0,0
game tệ hại đồng đội afk cả trận không được bù sao,0,0,0,0,2,0,0,2,0,0
ghép trận toàn bọn ngu tố cáo chỉ trừ uy tín tôi thấy hình phạt này quá nhẹ,0,2,0,0,2,0,0,2,0,0
"mạng ổn định , tải tài nguyên đầy đủ thì bỏ không cho vào huấn luyện ?",0,0,0,2,0,0,0,0,0,0
sát thương phép đối với cái trụ chả khác muỗi đốt inox,0,0,0,0,2,0,0,0,0,0
lỗi không vào được trận rồi trừ uy tín???,0,0,0,2,2,0,0,0,0,0
đang chơi thì văng ra mà còn bị trừ uy tín không hiểu nổi,0,0,0,2,1,0,0,0,0,0
vào trận bị lỗi,0,0,0,2,0,0,0,0,0,0
game lag quá anh gà ơi chơi trận game hết 20 phút còn không vô lại trận được,0,0,0,2,0,0,0,0,0,0
chơi bị hack ra liên tục rất khó chịu lại còn bị trừ uy tín trong khi mình không thoát ra thất vọng mãi chưa lên rank ghép toàn team gì không ghép team tệ hại không đồng đội vô cùng,0,2,0,2,0,0,0,2,0,0
"game giờ toàn tệ hại, để mấy đứa nhỏ vào phá nát cả mùa hạng",0,0,0,0,0,0,0,2,0,0
game tệ hại. xóa nghĩ hết đi nào anh em.,0,0,0,0,0,0,0,0,0,0
nhà sản xuất game xếp trận gì toàn gặp tệ hại,0,2,0,0,0,2,0,2,0,0
"game tệ hại tụi phá game vào feed xong ra cho mvp, tố cáo thì nói không phát hiện ra hành vi vi phạm. game tệ hại!",0,0,0,0,2,2,0,2,0,0
ghép toàn bọn tệ hại,0,2,0,0,0,0,0,2,0,0
"chơi lâu năm rồi, mà giờ game nặng quá ram8 mà không vào nổi",0,0,0,2,0,0,0,0,0,0
tệ hại cái rank máu tệ hại gặp toàn tệ hại,0,2,0,0,0,0,0,2,0,0
ủa tại sao ngoài có 180mb rồi tải về tận 8gb vậy,0,0,0,2,0,0,0,0,0,0
mong nhà phát hành trừ uy thẳng tay mấy loại chửi đồng đội chơi game là để vui chứ không để chửi xếp hạng gì hở cái người ta thua là nó chửi,0,0,0,0,0,1,0,2,0,0
tướng diadya vào trận bị lỗi không di chuyển được????,0,0,0,2,0,0,0,0,1,0
mong sinestrea sẽ được trả lại kỹ năng cũ,0,0,0,0,2,1,0,0,1,0
sao tôi nạp vô lại không tính ra quân huy vậy gà?,0,0,2,2,0,0,0,0,0,0
mía toàn đội tệ hại,0,0,0,0,0,0,0,2,0,0
"nên sửa lại tính năng ghép trận , tôi chơi cũng lâu rồi mà toàn ghép lệch rank rồi ghép cho mấy đứa mới chơi, rất khó chịu vì đồng đội afk nhưng tôi vẫn bị trừ sao? từ khi đồng đội afk vẫn bị trừ sao là tôi rất khó chịu",0,2,0,0,2,0,0,2,0,0
game tệ hại xóa là vừa,0,0,0,0,0,0,0,0,0,0
"có nhiều sự kiện lớn nhưng, cứ vào trận là lag thoát ra rất không vui",0,0,0,2,0,0,0,0,0,0
đánh giá 1 sao vì còn tình trạng hack.,0,0,0,0,0,0,0,2,0,0
cứ cập nhật xong lag lòi mắt,0,0,0,2,0,0,0,0,0,0
tệ hại,0,0,0,0,0,0,0,0,0,0
"rất thất vọng về game, ghép rank lệch trình độ, hay giật lag, phá game rất nhiều và nghiêm trọng, tướng có nhiều con out meta hoặc lỗi vẫn chưa chỉnh sửa, các thành phần vô văn hoá toxic game, hoặc troll game bị trừ uy tín nhưng có lẽ điều đó chẳng là gì. vì quá nản game nên tôi đã xoá liên quân và đây là lần cuối cùng tôi chơi game này với những kỷ niệm vui buồn đan xen với nhau.",0,2,0,2,2,2,0,2,2,0
"game tệ hại, chơi mà cứ bị lag, trong khi mạng mạnh bình thường",0,0,0,2,0,0,0,0,0,0
"chơi 2000 trận vẫn chưa lên được rank. vì ghép trúng team đánh khờ.., trận nào mình cũng cố gắng hết sức, nhưng nhận lại toàn thua, rồi cứ thua thắng thua thắng thì ai chịu nổi? thôi giờ cho là game cố tình cho ghép trận vậy đi để giúp thành thạo kĩ năng. nhưng thế lực nào lại khiến cho đội bên kia ép hết 3 đường cùng lúc vậy? không phải do mình đánh dở, mà là do team không ai chịu dọn lính, để rồi cả ba trụ bể hết, còn bên kia nguyên vẹn không bể trụ nào.. 10 tiếng vẫn chỉ vỏn vẹn vài sao!!!!!!",0,2,0,0,0,0,0,2,0,0
đừng sửa bộ kĩ năng của sinestrea mà làm ơn,0,0,0,0,0,2,0,0,1,0
game chơi ping cứ lúc lại cao game tệ hại chơi giải trí chơi game tệ hại này xong khó chịu hơn,0,0,0,2,0,0,0,0,0,0
mẹ liên quân tôi vào muộn không nói wifi đầy mà cứ kết nối kết cái tệ hại ấy xong rồi vào muộn vàng không có rồi bảo tôi afk,0,0,0,2,0,0,0,0,0,0
"game cập nhập xong lag bỏ bà, không chơi được. toàn mấy thánh hack map",0,0,0,2,0,0,0,2,0,0
game thì lag vừa vào trận cái là văng chơi thì toàn gặp bọn phá nặng máy tốn gb vô cùng,0,0,0,2,0,0,0,2,0,0
game dạo này fps tuột nhé,0,0,0,2,0,0,0,0,0,0
cập nhật cái không vào game được,0,0,0,2,0,0,0,0,0,0
không đăng nhập fb được,0,0,0,2,0,0,0,0,0,0
game tệ hại ghép thì ngu xong còn lag thỉnh thoảng lại lỗi vào trận lại trừ uy tín bố mẹ m làm game cáu vô cùng,0,2,0,2,2,0,0,0,0,0
ghép trận toàn tệ hại chơi giật lag khó chịu vô cùng,0,2,0,2,0,0,0,2,0,0
"tôi muốn biết kẻ nào tạo ra hệ thống ghép trận thông minh đến vậy, thông minh đến nỗi mà nikola tesla cũng phải đột ngột sống dậy rồi lạy kẻ đó một lạy, ghép kiểu gì mà toàn gặp những thành phần bất hảo như cố ý bị hạ, afk, không có tí kinh nghiệm nào cũng lên nổi tinh anh sau đó thì phá game,",0,2,0,0,0,0,0,2,0,0
game này tôi không thích lắm,0,0,0,0,0,0,0,0,0,0
cài uy tín lúc vào không sao lúc chơi trận game cứ đầu trận bị thoát ra không hiểu chuyện gì nữa mong nhà phát hành sửa lỗi với,0,0,0,2,0,1,0,0,0,0
game chục năm rồi đến bây giờ cái tình trạng mạng chập chờn vẫn chưa fix thì làm sao game mới khá lên được. wifi 5g full sóng kể cả stick với mạng internet cấu hình điện thoại đáp ứng được điều kiện gameplay mà chơi chưa được 2 tiếng thì xuất hiện giật lag liên tục. cái tài nguyên game nên lượt bớt mấy cái tệ hại không cần thiết đi với lại event phụ nữa. tập trung thay đổi hệ thống game là ok nhất.,0,0,0,2,1,2,1,0,0,0
game lol càng ngày càng lag chơi tệ hại gì,0,0,0,2,0,0,0,0,0,0
game tệ hại cập nhật xong toàn lỗi chơi toàn bị văng game,0,0,0,2,0,0,0,0,0,0
"game tệ hại vô cùng, load chạy hết trận đầy mức không vào game, đợi mãi team vô game hết, xong mình dính treo máy thao tác trừ 11 uy tín, tệ hại game tệ hại, out game vô lại game địch tố cáo bị",0,0,0,2,2,0,0,2,0,0
đặt cái mật khẩu cũng lâu người ta đặt như nào kệ người ta cứ bảo cái này cái kia khó chịu vô cùng,0,0,0,2,0,0,0,0,0,0
trang bị lên giá lên lâu vô cùng,0,0,2,0,2,0,0,0,0,0
cứ chơi với bạn là ghép team tệ hại thế tao cần lời giải thích,0,2,0,0,0,2,0,2,0,0
dạo này chơi khá là thua nhiều game ghép trận không công bằng,0,2,0,0,0,0,0,0,0,0
chắc tại không nạp tiền nên toàn ghép toàn thành phần tệ hại phá game cứ 3 trận thắng 2 thua 1 thắng 3 thua chắc xóa mẹ game luôn quá,0,2,2,0,0,0,0,2,0,0
sửa lại cái bậc của skin xấu tệ hại,2,0,0,0,0,0,0,0,0,0
nó afk vẫn bị trừ sao. toàn cho ghép với mấy đứa test tướng. game ngày càng chán,0,2,0,0,2,0,0,2,0,0
"lag vô cùng, toàn bị văng trừ chục uy tín",0,0,0,2,2,0,0,0,0,0
sao vô không được,0,0,0,2,0,0,0,0,0,0
toàn trẻ trâu,0,0,0,0,0,0,0,2,0,0
"hack map nhiều, nhiều thằng dùng đội hình cày thuê, nhiều trẻ trâu,... nói chung là nhiều vô số kể mà không thèm sửa..",0,2,0,2,0,2,0,2,0,0
cờ liên quân bị lỗi. mấy lần được hạng 1 thì mất kết nối. vào lại xem lịch sử đấy thì biến mất trận hạng 1 vừa đánh,0,0,0,2,0,0,0,0,0,0
ghép trận vô cùng thật,0,2,0,0,0,0,0,0,0,0
qua mlbb ghép rank còn sướng hơn game tệ hại này,0,2,0,0,0,0,0,0,0,0
không biết sao sự kiện chung sức bị lỗi máy chủ đang bận cần fix nhanh.,0,0,0,2,0,2,1,0,0,0
lag vô cùng,0,0,0,2,0,0,0,0,0,0
trả tài khoản cho tao làm ăn kiểu gì đấy mỗi cái tài khoản cũng lấy chịu không hiểu nhà phát hành kiểu gì,0,0,0,0,0,2,0,0,0,0
"hôm qua, bấm vào sự kiện nhưng ghi đang tải, đợi 4 5 tiếng đồng hồ bấm vào sự kiện vẫn không được",0,0,0,2,0,0,0,0,0,0
"game tệ hại như con bò , sai lane tố cáo thì không phát hiện vi phạm , tệ hại cơ chớ leo rank thì không try hard thằng tệ hại nào cũng lên được cao thủ méo hiểu ?",0,2,0,0,2,0,0,2,0,0
tranh lane buff bẩn rất nhiều. và cứ sắp lên rank thì bị team phá này nọ,0,2,0,0,0,0,0,2,0,0
hay nhưng ghép trận toàn tệ hại phá game tố cáo trừ có vài uy tín cho có,0,2,0,0,2,0,0,2,0,0
chơi lag quá đề nghị giảm gb,0,0,0,2,0,0,0,0,0,0
"từng có thời điểm thất vọng về game nhưng thật sự chưa bao giờ thất vọng hoàn toàn về game như lúc này, xóa game thôi, cảm ơn game đã đồng hành cùng tôi 4 năm qua, nhưng thật sự game càng ngày càng tệ hại, buff bẩn, cơ chế trừ uy tín không công bằng khi tôi chơi từ đầu tới cuối trận lại bị trừ uy tín afk ,tố cáo đứa chửi thề nói tục thì không trừ uy tín mà đi trừ uy tín người nói mấy từ bình thường ....thật sự là quá thất vọng về game.",0,0,0,0,2,2,0,2,0,0
"quá tệ luôn, game thì toàn con nít vào chơi đánh không chiến thuật, trải nghiệm tồi tệ bức xúc, chơi game giải trí mà gặp toàn trẻ con phá game,, càng thêm bực mình, nhà phát hành cần ban hành luật cccd yêu cầu người chơi trên 18 tuổi, các hành vi phá trận, cần nghiêm minh hơn trong trò chơi để người yêu game có trải nghiệm thú vị",0,0,0,0,0,2,0,2,0,0
"đấu cup vinh quang thì gặp buff, hack hủy trận, xóa lịch sử đấu, game tối ưu bảo mật như vậy à, một game lâu đời, nổi tiếng và được nhiều người biết đến cũng như là ủng hộ game suốt một thời gian dài rồi, chúng tôi vì yêu quý game của các bạn nên hết lòng ủng hộ, để rồi bọn tôi nhận lại được cái gì? lỗi thì nhiều, hack, buff bẩn thì tràn lan, cái chúng tôi cần không phải là skin đẹp nó chỉ là bề nổi thôi, thật tâm với rất cả những người chơi lâu đời thật sự thứ chúng tôi cần nhất là ban hack.",1,2,0,2,0,2,0,2,0,0
wi fi 3 cục mà vào game không được,0,0,0,2,0,0,0,0,0,0
má game ghép lệch rank. chọn lane thì toàn cho đi lane phụ. nhiều khi lỗi game đứng yên 1 chỗ. đề nghị game sửa lại lỗi giùm,0,2,0,2,0,2,0,0,0,0
4 đánh 5 15 phút mvp mà vẫn bị trừ sao,0,2,0,0,0,0,0,0,0,0
văng game liên tục,0,0,0,2,0,0,0,0,0,0
"game không còn được hấp dẫn nữa, tốt nhất là nên xếp hạng cấp bậc nên cân bằng ví dụ vàng gặp vàng, tinh anh gặp tinh anh chứ ghép trận mà vàng kim cương tinh anh cao thủ loạn xì ngầu hết không cân xứng gặp toàn con nít phá game chơi không còn hấp dẫn nữa bắt đầu thấy chán liên quân",0,2,0,0,0,0,0,2,0,0
"ghép trận tệ hại, lỗi gem một đống",0,2,0,2,0,0,0,0,0,0
"mất tài khoản xong rồi tạo tài khoản mới rồi có cục sơ cấp ishar cái mất tiếp rồi tài khoản cũ lại quay lại không còn skin feed mua bằng cày chay chơi cũng bình thường mệt chứ chơi còn thua nữa mất skin ishar tiểu thư gấu trúc ishar lễ hội ma quái,...chơi từ năm 3 tuổi tới giờ mất 3 tài khoản rồi đấy....mong nhà phát hành trả lại tài khoản _isharnì_ cho tôi.ghép toàn gặp team tệ hại leo top1 ishar khó thấy mẹ mà cho toàn ghép team không 2 ad thì 2 sp còn 2 mid leo top1 ishar khó thấy mẹ mà gặp team feed 10 mấy mạng chán game",0,2,0,2,0,1,0,2,0,2
đề nghị cờ liên quân nâng cấp skin cho mấy tướng ở trong chứ chơi mặc định hoài chán quá,2,0,0,0,0,1,0,0,0,0
văng tố afk trừ uy tín,0,0,0,2,2,0,0,0,0,0
game gì lắm lỗi vô cùng,0,0,0,2,0,0,0,0,0,0
game ghép trận cho đồng đội mà muốn lên máu,0,2,0,0,0,0,0,2,0,0
"tôi mong garena sửa lại nhiều lỗi , điều tôi muốn nhất là lỗi cấm chat trong trận. chat mấy câu như sớm chơi bắt mà lại bị tố cáo là lăng mạ, trong khi những người khác lại chat chửi 1 cách công khai mà tôi lại không tố cáo lăng mạ được? mong làm lại cho công bằng ạ. xin cảm ơn !",0,0,0,0,2,2,0,2,0,0
tệ hại,0,0,0,0,0,0,0,0,0,0
toàn mấy thằng ngu chơi tệ hại,0,0,0,0,0,0,0,2,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
tải dữ liệu vào game lên không nổi 86 rõ ràng khuya vẫn vào ngon ơ mà bây giờ thì như tệ hại,0,0,0,2,0,0,0,0,0,0
game gì hay lỗi vô cùng khó chịu vô cùng,0,0,0,2,0,0,0,0,0,0
"tại sao nó afk 10 phút mà vẫn mất sao, tệ",0,0,0,0,2,0,0,2,0,0
game gì kì vậy không làm gì bị tố cáo mất hết uy tín mong nhà phát hành game xem lại,0,0,0,0,2,1,0,0,0,0
"toàn server, trẻ trâu chơi game, vô rank trận nào bị phá trận đó",0,1,0,0,0,0,0,2,0,0
lỗi đăng nhập lắm vậy ??,0,0,0,2,0,0,0,0,0,0
"toxic, văng game, team bạn toàn pro team mình toàn thằng tệ hại",0,2,0,2,0,0,0,2,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
"thật sự là game càng ngày càng nát, amba tưa đây là tên game của tôi, mong anh gà xem xét lại cơ chế ghép trận và tố cáo, vào game gặp rất nhiều thành phần, phá game, hack map, chửi lăng mạ mà không tố cáo được, chửi qua chửi lại rồi đi phá game, trong khi những người bị thiệt là những người chung đội còn lại, đi học đi làm về vào game chơi để xả stress mà gặp toàn gì đâu không, tôi rất mong bên game hãy xem xét lại, thật sự là sever việt nam đang rất nát.",0,2,0,2,2,1,0,2,0,0
game chỉ có đánh giá người chơi chứ không có phần đánh giá game,0,0,0,0,0,1,0,0,0,0
chịu đứng im một tí là afk uy tín cứ trừ miết cày rồi lại trừ không hiểu,0,0,0,0,2,0,0,0,0,0
bị văng game khi đang chơi xong bị khóa. tài khoản vô cùng,0,0,0,2,0,0,0,0,0,0
vô trận máy mượt nhưng không vô được xong bảo afk chịu,0,0,0,2,0,0,0,0,0,0
game toàn con nít phá,0,0,0,0,0,0,0,2,0,0
game toàn ghép trận chán liên quân quá đang chơi tự nhiên bị văng ra quá thất vọng 1 sao quá hợp lý,0,2,0,2,0,0,0,0,0,0
tại sao tại sao lúc nào sang mùa mới loại set rảnh,0,0,0,0,2,0,0,0,0,0
"game gì mà lag với giựt vô cùng, chơi toàn gặp mấy trường hợp kid vô cùng",0,0,0,2,0,0,0,2,0,0
"môi trường trong game ngày càng bẩn và toxic. hack, buff bẩn vẫn tràn lan. gamer chơi thì chả ra gì, ghép ván nào trúng trẻ trâu chơi game phát đấy không trượt phát nào. ngoài ra gần đây chơi rank còn ghép lệch rank nữa. cao thủ 20 sao ghép chung ta5 chơi chả ra làm sao. nói chung là chơi ván nào stress ván nấy, chơi game để giải trí mà hầu như toàn đại gia mua tài khoản skin đẹp vào để trưng, để khoe chứ 10 thì hết 9 thằng tệ hại không tả nổi.",1,2,0,2,0,0,0,2,0,0
không có ý nói mình hay nhưng mà game ghép trận kì quá..!,0,2,0,0,0,0,0,0,0,0
trừ uy tín thôi chứ còn cấm chat ai thèm ai nữa,0,0,0,0,2,0,0,2,0,0
không đăng nhập garena được . xóa đi tải lại mấy lần đều không được. toàn hiện màn hình trắng,0,0,0,2,0,0,0,0,0,0
bị sập xong sửa lại đánh tự tung chiêu mất hết cả hay mong anh gà rán sửa lại đánh thường tự người chơi điều khiển chiêu cho dễ chơi,0,0,0,2,2,2,0,0,0,0
cập nhật mới xong không cho vô chơi,0,0,0,2,0,0,0,0,0,0
thua 20 trận chịu mày,0,0,0,0,0,0,0,0,0,2
"game tệ hại thằng phá game không bị sao còn mình cố đánh thì bị trừ uy tín, cấm chat khuyến cáo mọi người không nên tải",0,0,0,0,2,0,0,2,0,0
game lol chơi toàn ghép mấy đứa không biết chơi vô toàn phá với full bẩn không,0,2,0,0,0,0,0,2,0,0
quá tệ hại không nạp game là ghép trận cho toàn thần đồng mình chơi bình thường có phải cao thủ đâu mà gánh nổi chơi tự tải tài nguyên làm lag không thể chơi nổi,0,2,2,2,0,0,0,2,0,0
"cập nhật lần này có cho các người chơi mở lì xì để nhận quà. tuy nhiên liên quân vẫn còn lỗi khi các bao lì xì phân bố không đều. người thì được mở tận 10 cái, người thì mở chỉ được 6 cái là cùng. đề nghị garena chỉnh sửa lại lỗi này.",0,0,0,2,2,1,1,0,0,0
"tôi cày mấy chục trận rồi mà cứ tuột ý, lúc tôi cày lên 74 hồi tôi vô game lại tự nhiên thành 72 rồi lát sau tôi vô thì uy tín thấp??? tôi cày mấy chục trận rồi ý. trừ uy tín vô lý",0,0,0,2,2,0,0,0,0,0
game hay bị lag với lúc vào thì lâu mất mạng có tý coi như là thua luôn trận đó,0,0,0,2,0,0,0,0,0,0
vào game không được,0,0,0,2,0,0,0,0,0,0
không thích verres bướm thúi,0,0,0,0,0,0,0,0,2,0
cập nhật xong dính lỗi bất định 201 không vào được game,0,0,0,2,0,0,0,0,0,0
"game không công bằng , tao nhiều vàng hơn nó , đẩy trụ nhiều hơn nó , chết bằng nó, giết bằng nó tại sao nó lại mvp??",0,0,0,0,2,0,0,0,0,0
nhận rương hiệu ứng xong không điểm danh được nữa ???????,0,0,0,2,0,0,0,0,0,0
đề nghị game xóa map 1v1,0,0,0,0,2,0,0,0,0,0
mày có thể nào ghép team ngang trình được không?,0,2,0,0,0,1,0,0,0,0
như các,0,0,0,0,0,0,0,0,0,0
game tệ hại vừa lag vừa ghép trận lâu ghép đồng đội không cân xứng,0,2,0,2,0,0,0,0,0,0
game tệ hại má nó chứ chơi tí lại văng hệ thống báo cáo thì tệ hại tệ hại hack arm mà tố cáo không bị gì game tệ hại,0,0,0,2,2,2,0,2,0,0
quá tệ,0,0,0,0,0,0,0,0,0,0
"chơi game gặp mấy thành phần chơi không lại team địch rồi quay ra chửi đồng đội, yêu cầu lọc và khóa mõm tụi tệ hại đó",0,0,0,0,0,1,0,2,0,0
mong nhà phát hành tăng hoặc cân bằng lại 2 con tướng flo và billow. mùa mới nó đuối quá.,0,0,0,0,1,1,0,0,1,0
sao không đổi tên thành vương giả vinh diệu 2 luôn đi?,0,0,0,0,0,0,0,0,0,0
tôi vào chơi game không chơi được,0,0,0,2,0,0,0,0,0,0
yêu cầu xóa mấy tướng tệ hại ra khỏi game,0,0,0,0,0,0,0,2,0,0
"có cái lỗi văng game mà mãi không thèm sửa, tính điểm kda thì tệ, thề cái game nó tệ hại hơn cả mấy game lậu rồi",0,0,0,2,2,2,0,0,0,0
đánh giá game 1 sao,0,0,0,0,0,0,0,0,0,0
game tệ hại toàn gặp tệ hại,0,2,0,0,0,0,0,2,0,0
cân bằng tướng như tệ hại. khuyên không nên chơi,0,0,0,0,2,0,0,0,2,0
không vô được,0,0,0,2,0,0,0,0,0,0
rất muốn chơi game nhưng nghĩ hè rồi vô chơi toàn gặp trẻ trâu không afk thì cũng phá!,0,0,0,0,0,0,0,2,0,0
"game tệ hại lâu lâu xóa hết dữ liệu của người ta, tải lại thì tăng dung lượng",0,0,0,2,0,0,0,0,0,0
a gà ơi sao a buff raz quá vậy xin a cân bằng lại làm ơn đó,0,0,0,0,2,1,0,0,1,0
"vừa vào trận, thì văng game, vào lại bắt cập nhật và không cho kết nối lại. trừ 10 uy tín vì afk. game tệ hại",0,0,0,2,2,0,0,0,0,0
gặp afk liên tục trừ uy tín có 7 như không trừ,0,0,0,0,2,0,0,2,0,0
"10 trận như 10, gặp vera là gặp hack map, tố cáo không được.. dẹp game tệ hại đi",0,2,0,2,2,2,0,2,0,0
"game chơi vui, nhưng đấu hạng đừng trừ sao được không",0,0,0,0,1,0,0,0,0,0
không bằng ff,0,0,0,0,0,0,0,0,0,0
anh gà keo quá cho có 10qh,0,0,2,0,0,2,0,0,0,0
phản đối sửa chiêu 1 của lauriel giống với chiêu 1 của điêu thuyền bên hok,0,0,0,0,2,0,0,0,2,0
afk vẫn bị trừ sao lập trình không tốt à. game tệ hại,0,0,0,0,2,0,0,0,0,0
"đang chơi bị out cái vừa mất sao vừa mất uy tín , hở ra là có hack , không báo cáo được ,siêu siêu lag kèm tướng khá bình thường",0,0,0,2,0,0,0,0,0,0
"ban nhân vật quá nhiều, tôi cho 1 sao, đừng ban người chơi nữa thì cho 5 sao",0,0,0,0,0,2,0,0,0,0
cập nhật xong tôi từ vàng 2 xuống vàng 3,0,0,0,0,0,0,0,0,0,0
ghét vô cùng,0,0,0,0,0,0,0,0,0,0
nản toàn ghép phải tệ hại,0,2,0,0,0,0,0,2,0,0
không vui một chút nào đáng ra là phải cho 1 sao,0,0,0,0,0,0,0,0,0,0
tốn gb vô cùng,0,0,0,2,0,0,0,0,0,0
thậm tệ,0,0,0,0,0,0,0,0,0,0
chơi cũng cỡ 7 năm rồi chưa bao giờ bực như giờ. đánh bình thường không có ý gì phá game mà thua cái trừ uy tín giờ cấm đấu. xóa game thôi . chơi game giải trí mà khó chịu tức không chịu được,0,0,0,0,2,0,0,0,0,0
khó trách cơ chế ghép đi đơn như tệ hại,0,2,0,0,0,0,0,0,0,0
tao đang chơi cái lag mà rõ là wifi mạnh mẽ thua trận luôn tao ghét đánh giá 1 sao luôn,0,0,0,2,0,0,0,0,0,0
chả làm cái gì mất luôn cái tài khoản. game thì hay bị lag và giật. hệ thống ghép trận thì quá bất công bằng.,0,2,0,2,0,0,0,0,0,0
"game rất nhiều lỗi, ví dụ như vào game bật mic là mất tiếng game, gặp skin bilow là bị lag, mạng ping không ổn định,...",1,0,0,2,0,0,0,0,1,0
game bị gì á ghép trận không công bằng gì hết chơi rank lúc nào cũng thua từ rank kim cương xuống bạc kim,0,2,0,0,0,0,0,0,0,2
"cơ chế xếp lập trình do ai đảm nhiệm, bạn win 10 trận 3 ok nó ghép cho bọn 1 lũ tệ hại để bạn phải thua hay lắm! game 2 chơi vương giả vinh diệu còn đã hơn",0,2,0,0,2,0,0,2,0,0
"ê xóa con tướng flowborn được không ,mẹ tôi vào toàn gặp test tướng rồi feed tùm lum",0,0,0,0,2,0,0,2,2,0
game lag rất lag cộng thêm vài thành phần phá game khó chịu vô cùng,0,0,0,2,0,0,0,2,0,0
cần xóa đi một số mục trong game vì mất thời gian tải xuống quá lâu.,0,0,0,2,0,0,0,0,0,0
sao cứ cho tôi thua hoài vậy,0,2,0,0,0,0,0,0,0,2
không hiểu sao thua mobile legend luôn,0,0,0,0,0,0,0,0,0,0
game gì nặng dung lượng tệ hại,0,0,0,2,0,0,0,0,0,0
tắt live cho anh bình tôi live,0,0,0,0,0,0,0,0,0,0
"rồi mắc gì mà không sẵn sàng trừ uy tín là sao, ấn lộn cái trừ cái gì cũng trừ là sao",0,0,0,0,2,0,0,0,0,0
ghép trận tệ vô cùng,0,2,0,0,0,0,0,0,0,0
hút máu vô cùng,0,0,2,0,0,0,0,0,0,0
ghép toàn server,0,2,0,0,0,0,0,2,0,0
"xếp chơi cùng toàn mấy đứa phá rank trẻ trâu, game tệ hại",0,2,0,0,0,0,0,2,0,0
mong nhà phát hành có thể nghe ý kiến của các players nhiều hơn,0,0,0,0,0,1,0,0,0,0
ghép trận không công bằng!!,0,2,0,0,0,0,0,0,0,0
game tệ hại,0,0,0,0,0,0,0,0,0,0
cny là chúc người yêu hả garena? bàn phím mất chữ l à mà làm mất lòng anh em việt nam?,0,0,0,0,0,2,0,0,0,0
"ghép trận thì gà, hack map thì tràn lan nói gì người ta không qua mobile legends chơi hết, càng ngày càng chán game vô cùng",0,2,0,0,0,0,0,2,0,0
"đang chơi thì bị mẹ thu điện thoại,mong nhà phát hành khắc phục lỗi này",0,0,0,0,0,1,0,0,0,0
"chơi cờ mà bị văng game, tệ hại",0,0,0,2,0,0,0,0,0,0
game lỗi team tệ hại mà không tố cáo được,0,0,0,2,0,0,0,2,0,0
"mất thời gian cày sao, rồi lại mất sao oan vì mấy thằng tệ hại, mong game xem lại cách ghép team.",0,2,0,0,0,0,0,2,0,0
"game tệ hại, ghép rank như tệ hại",0,2,0,0,0,0,0,0,0,0
"game lỗi lên lỗi xuống, hack , tool, map như rơm rạ, chơi để giải stress càng stress hơn",0,0,0,2,0,0,0,2,0,0
game như tệ hại không làm gì mà cũng trừ uy tín còn nói phá game nữa chứ,0,0,0,2,2,0,0,0,0,0
