id,graphics,matchmaking,store & microtransactions,technical_issue,mechanics,developer_support,event,community,hero_design,difficulty,review
534,0,0,0,0,0,0,0,0,0,0,tệ hại game hay như tệ hại
535,0,2,0,2,0,0,0,2,0,2,"tổng kết trận quá lâu, ping cao, ghép trận không phù hợp với tân thủ, game càng ngày càng nặng, giựt lắc, hack, phá trận quá nhiều. nhiều thành phần không rõ lai lịch trong hệ thống, trong tài chánh."
536,0,0,0,2,0,0,0,0,0,0,cập nhật xong cứ yêu cầu bật vị trí rất phiền không muốn lộ thông tin
537,0,0,0,2,2,0,0,0,0,0,"có cho 5 sao rồi, nhưng mới off game 2 phút mà nó lại bảo bạn afk bị trừ uy tín nghĩ mà nó tức mà cày uy tín phải nói là cực khổ còn trừ thì như tệ hại"
538,0,2,0,2,0,0,0,2,0,0,game tệ hại..ghép tướng không đồng đều..hết văng ra rồi lag tùm lum.. để trẻ trâu chơi quá nhiều...nói chung game tệ hại
539,0,0,0,2,0,0,0,0,0,0,cập nhật lại trạng thái game không mượt...giật lag quá nhiều
540,0,2,0,0,0,0,0,2,0,0,tướng cho ghép trận với trẻ trâu đánh tệ hại không
541,0,2,0,0,0,0,0,0,0,0,anh em nên bỏ game đi có ai chơi đâu toàn ghép với máy thôi
542,0,0,0,2,0,0,0,2,0,0,"game 1 sao là đúng luôn, toàn gặp toxic rồi bị văng game nhiều lần nữa"
543,0,0,0,0,0,1,0,0,0,0,chơi game bị mẹ gank mong garena khắc phục
544,0,0,0,0,0,0,0,0,0,0,tệ hại tệ hại
545,0,0,0,0,0,0,0,0,0,0,có 1 bộ phim đang rất được ưa chuộng tên là fairy tail game hợp tác với bộ anime này nhất định sẽ lên cao và được nhiều người thích
546,0,0,0,2,0,0,0,0,0,0,hack tràn lan
547,0,0,0,0,0,0,0,2,0,0,game chơi toàn tệ hại
548,0,0,0,0,0,0,0,0,0,0,game 10 điểm
549,0,0,0,0,0,1,0,2,0,0,hãy loại bỏ trẻ trâu và mấy. thằng tệ hại game mới có thể nhiều người yêu thích
550,0,0,0,0,0,0,0,0,0,0,tệ hại
551,0,0,0,2,0,0,0,2,0,0,game thì lag vừa vào trận cái là văng chơi thì toàn gặp bọn phá nặng máy tốn gb vô cùng
552,0,0,0,0,2,2,0,0,2,0,"làm ra con tướng bilow không biết cân bằng game à, tướng gì mà chiêu 2 đánh thường 2s thấy lên bảng rồi, làm chậm 90 nữa, garena chưa tự chơi game mình làm ra hay sao ??????"
553,0,0,0,2,0,0,0,0,0,0,tải xong tài nguyên rồi tự nhiên game tải lại gặp mấy lần rồi ức chế lắm
554,0,0,2,0,0,0,0,0,0,0,"game tệ hại skin thì đắt vô cùng, nhờ game mà tôi đeo kính rồi 3,5 độ cận"
555,0,2,0,2,2,0,0,2,0,0,"hệ thống ghép trận kém, hệ thống tố cáo tệ hại, tướng mất cân bằng, nhiều toxic, phá game, trẻ trâu. hack game nhiều như cơm bữa nói chung là tệ hại"
556,0,0,2,0,0,0,0,0,0,0,game tệ hại
557,0,0,0,2,0,0,0,0,0,0,game cần tải nhiều và rất lag không đáng để chơi
558,0,0,0,2,0,2,0,0,0,0,nóng lag máy văng game không đăng nhập được chịu gà rán
559,0,0,0,0,0,0,0,0,0,0,đánh giá game 1 sao
560,0,0,0,2,0,2,0,0,0,0,cập nhật chậm
561,0,0,0,2,0,2,0,0,0,0,nhà phát hành ơi game tự động đưa tôi thoát ra mà tự dưng trừ uy tín tôi làm gì vậy nhà phát hành
562,0,0,0,2,0,0,0,0,0,0,1 sao nhé đang ngon lành cứ bắt tải dữ liệu game tải thì lâu mà cứ out ra vào lại là bắt tải lại từ đầu
563,0,0,0,2,0,0,0,0,0,0,không cho cập nhật
564,0,0,0,2,0,2,0,0,0,0,1 sao gì âm sao game chơi loạn lag không có chỉnh sửa tử tế gì xóa game !
565,0,0,0,0,0,0,0,0,0,0,game hiệu quả tệ
566,0,0,0,2,2,0,0,0,0,0,cập nhật lại đánh như tệ hại. nặng máy lag
567,0,0,0,0,0,0,0,0,0,0,game tệ hại
568,0,0,0,2,0,0,0,0,0,0,"cập nhật xong lag vô cùng ra vào game không được, tính luôn afk"
569,0,0,0,0,0,0,0,2,0,0,"tệ hại, 1 mét vuông 10 thằng hack map"
570,0,0,0,2,0,0,0,0,0,0,không đăng nhập được
571,0,2,0,0,0,0,0,0,0,0,ghép trận không công bằng!!
572,0,0,0,0,0,0,0,2,0,0,nhiều phá game
573,0,0,0,2,0,0,0,0,0,0,cập nhật xong không vô được game là sao vậy ạ
574,0,2,0,0,0,0,0,0,0,0,xếp team như tệ hại
575,0,0,0,2,0,0,0,0,0,0,game bị lỗi không đăng nhập được tệ hại
576,0,0,0,2,0,0,0,0,0,0,vô hạng thì không được cứ văng game ăn 1 sao là vừa
577,0,0,0,2,0,0,0,0,0,0,thề game không gì mạng thì bình thường chơi giật vô cùng tôi chưa bao giờ chơi cái game nào mà nó tệ như thế này mang tiếng game nhẹ
578,0,2,0,2,0,0,0,2,0,0,ghép trận nói chung toàn ghép với lũ tệ hại phá game tải tài nguyên game xong thì bị lag
579,0,0,0,2,2,0,0,2,0,0,mẹ toàn hack map với 1hit game nát mẹ rồi
580,0,2,0,0,0,0,0,2,0,0,đấu đỉnh cao toàn phá game mà gặp toàn team cục xanh của tím chơi 10 trận gặp hết 8 trận cái thế 4p xong 1 trận
581,0,0,0,0,0,0,0,2,0,2,game gặp toàn phá khó đánh
582,0,0,0,2,0,1,0,0,0,0,"game cập nhập phiên bản tệ hại vô trận không được . tôi không hài lòng , mong nhà phát hành xem xét. chứ cứ như vậy là sập game"
583,0,2,0,0,2,0,0,0,0,0,không hồi được uy tín toàn đấu với máy..mất thời gian
584,0,0,0,2,2,0,0,0,0,0,đang chơi bị reset còn trừ uy tín. game tệ hại
585,0,2,0,2,2,0,0,2,0,0,"game tệ hại, toàn buff, à còn toàn trẻ trâu phá game không"
586,0,0,0,2,0,0,0,0,0,0,mỗi lần hết mùa giải bất tải lại cập nhật lại tốn thời gian vô cùng phiền phức vô cùng
587,0,0,1,0,0,0,0,0,0,0,"nạp 50 nghìn mua đồ bị mẹ la, mong được khắc phục"
588,0,0,0,2,0,0,0,0,0,0,game lag nhiều
589,0,0,0,2,0,0,0,0,0,0,chơi cứ bị văng hoài chán thiệt chứ
590,0,0,0,2,0,0,0,0,0,0,tôi cập nhật xong mất tài khoản luôn đang rank tệ hại anh
591,0,0,0,2,0,0,0,0,0,0,load lâu quá xong văng ra vào lại thì trừ uy tín một đống?
592,0,0,2,2,0,0,0,0,0,0,nạp vào báo lỗi vừa không có quân huy vừa mất tiền
593,0,0,0,2,0,1,0,0,0,0,không đăng nhập được mong nhà phát hành sửa
594,0,0,0,2,0,0,0,0,0,0,cập nhật riết lên 4.5gb lag chơi không nổi tệ hại. giải phóng bớt gb đi..
595,0,0,0,2,0,0,0,0,0,0,đăng nhập garena mà bị đẩy ra vào lại cũng vậy
596,0,0,0,2,0,0,0,0,0,0,thường xuyên giật lag lắm
597,0,0,0,2,0,0,0,0,0,0,lỗi đứng game với lag liên tục dù điện thoại tận 10 củ
598,0,0,0,1,0,0,0,0,0,0,cập nhật liên tục
599,0,2,0,2,0,0,0,2,0,0,cập nhật vài nặng máy quá . lên rank cao toàn gặp bọn phá game rồi sao mà chơi ?
600,0,0,0,2,0,0,0,0,0,0,lỗi màn dọc?
601,0,0,0,2,0,0,0,0,0,0,không phạm tội nhưng bị bắt lỗi
602,0,0,0,2,0,0,0,0,0,0,không đăng nhập bị gì ý
603,0,0,0,2,0,0,0,0,0,0,"vô game lỗi mạng , kết nối lại mất 2 3 phút thành afk luôn .chán"
604,0,0,0,2,0,0,0,0,0,0,đang chơi toàn bị thoát ra
605,0,2,0,0,0,0,0,2,0,0,team hai thằng afk vẫn bị trừ sao
606,0,0,0,2,0,0,0,0,0,0,bị lỗi hoài luôn chán
607,0,0,0,2,0,0,0,0,0,0,đang chơi tự nhiên văng rồi không vào được luôn
608,1,0,0,2,0,0,0,0,0,0,game dạo này tối ưu rất kém rất lag cả mxh skin và khi vào trận
609,0,0,0,0,2,0,0,0,0,0,cơ chế solo hơi xàm!
610,0,0,0,2,0,0,0,0,0,0,"vào tài khoản facebook thì bị treo máy, tài khoản khách thì vào trận là cứ out"
611,0,0,0,0,0,1,0,0,0,0,mong nhà phát hành có thể nghe ý kiến của các players nhiều hơn
612,0,0,0,2,0,0,0,0,0,0,lag vô cùng
613,0,0,0,0,2,0,0,0,0,0,"game không công bằng , tao nhiều vàng hơn nó , đẩy trụ nhiều hơn nó , chết bằng nó, giết bằng nó tại sao nó lại mvp??"
614,0,2,0,0,0,0,0,0,0,0,ghép đội hình không phù hợp
615,2,0,0,2,0,0,0,0,0,0,cập nhật mới thấy nó không được đẹp như trước nữa lag dã man
616,0,2,0,0,0,0,0,0,0,2,game ghép trận gì đâu trận cuối lên rank lại thua hơn mười mấy lần rồi
617,0,0,0,2,0,1,0,0,0,0,game hay nhưng mấy cái điện thoại không cập nhật phiên bản android mới thì mấy cái sự kiện web như là violet và paine hợp tác với jjk thì nó không load được khi vào thì nó hiện màn hình trắng á mong nhà phát hành sửa
618,0,0,0,2,0,1,0,2,0,0,nên ban những thằng buff bẩn mong nhà phát hành sửa lại nha....
619,0,0,0,2,0,0,0,0,0,0,chứ một khoảng thời gian là cập nhật nghĩ người chơi rảnh và thừa mb quá chứ gì
620,0,2,0,0,2,2,0,2,0,0,tôi đi rừng thì nó pick ad không nói gì nó còn đem trừng trị nữa thua xong nó tố cáo tôi tôi bị mất 5 uy tín trong khi đó nó là người feed nhiều nhất ít nhất tôi cũng có kill và không feed nhiều thế mà vẫn bị mất uy tín sửa sao sửa chứ thấy mất uy tín lắm rồi đó không sửa được là tôi xóa game
621,0,0,0,2,0,0,0,0,0,0,quá là lag luôn toàn bị văng ra
622,0,0,0,0,0,2,0,2,0,0,mong gà rán kiểm duyệt mấy cái chat hoạt xóa luôn đi toàn phân biệt khiêu khích chê bai chửi rủa nói chung là tệ hại
623,0,2,0,0,0,0,0,0,0,0,"game cơ chế ghép trận tệ hại, team bạn thì rank cao team mình rank thấp chịu"
624,1,0,0,0,0,0,0,0,0,0,"hay, đồ họa đẹp"
625,0,0,0,0,2,2,0,0,2,0,sửa lại allain cho mạnh hơn đi allain vào tâm trái đất rồi đấy
626,0,0,0,2,2,0,0,0,0,0,game đang chơi cứ quảng cáo shopee từ đâu ra rõ ràng là không tải mà nó tự quảng cáo shopee làm không chơi được đã thế còn bị trừ uy tín. cho 2 sao là nể rồi đấy
627,0,0,0,2,2,2,0,0,0,0,"vô trận toàn bị văng xong lại bị trừ uy tín vì afk? game lưu ý sửa dùm, tải tài nguyên nặng vô cùng xong không chơi được, chịu nhà phát hành"
628,0,0,0,2,0,2,0,0,0,0,"tài khoản bị mất, tài khoản bị cấm chơi mà trong khi không mod hay hack"
629,0,0,0,2,2,0,0,0,0,0,game lag văng thoát ra rồi afk bị trừ uy tín luôn
630,0,0,0,2,0,0,0,0,0,0,game vào trận không được
631,0,0,0,0,0,0,0,0,0,0,rất hay
632,0,0,0,2,0,0,0,0,0,0,game hay mà là hay có hack
633,0,2,2,2,0,0,0,2,0,2,"cứ được thời gian ngắn lại cập nhật phiên bản, cập nhật tài nguyên, mỗi lần làm phát 3,4gb mới chơi được. game thì ghép cho toàn team yếu ngáo đá cày hơn 200 trận không lên được cao thủ, lại còn max hút máu"
634,0,0,0,2,0,0,0,0,0,0,tải tài nguyên lâu
635,0,0,0,0,2,0,0,0,0,0,bây giờ mới chơi thua mà chạy hồi máu không kịch
636,0,0,0,2,0,2,0,0,0,0,"mong nhà phát hành xem xét lại mùa mùa mới , quá lag vô cùng á không thể chơi được"
637,0,0,2,0,0,0,0,0,0,0,lúc đầu mình nạp 40k là được 80 quân huy là được nhưng qua mấy ngày sau mình nạp 20k mà có 20 quân huy
638,0,0,2,2,0,0,0,0,0,0,"mình nạp bằng sms hệ thống kêu bận nạp không được, đã vậy còn trừ tiền tài khoản"
639,0,2,0,2,0,2,0,2,0,0,nhà phát hành ghép đồng đội chán thằng afk off 7 phút không sao văng game vô chưa nổi 2 phút cho thành afk
640,0,0,0,2,0,0,0,0,0,0,đặt cái mật khẩu cũng lâu người ta đặt như nào kệ người ta cứ bảo cái này cái kia khó chịu vô cùng
641,0,0,2,2,0,1,0,2,0,0,"xã hội trong game phân biệt người quá và game vẫn còn tình trạng gian lận , người chơi thiếu tôn trọng nhau , có những đối tượng chơi game khi chưa đủ tuổi, gây mất cân bằng trong game .chơi game để giải trí , vui vẻ , giao lưu , xả stress.chứ nhiều người chơi thấy áp lực tinh thần , gây khó chịu , cọc cằn trong khi chơi, các shop quy đổi chán . hy vọng nhà phát hành game liên quân mobile sẽ đọc được bài viết và cố gắng khắc phục những tình trạng trên để game phát triển văn minh hơn ở tương lai."
642,0,0,0,2,2,2,0,0,0,0,"chơi thì lag vô cùng, trừ uy tín thì nhiều bị văng mà nó ghi afk? ủa là sao game để giải trí chứ đâu phải game cày uy tín đâu mà trừ nhiều thấy tệ hại luôn! này là nói thiệt mong nhà phát hành game xem xét lại! chứ như này thì chơi với mấy con máy!"
643,0,2,0,2,2,2,0,0,0,0,"dạo này không hiểu sao mà mấy tuần nay garena khóa tài khoản tôi liên tục chỉ vì không hỗ trợ đăng nhập lập giả, có những lần 3 4 ngày không thì đến tận 1 tuần, tôi thấy bức xúc thật, trong quá trình chơi game tôi cũng đã thấy hơi khó chịu bởi việc garena ghép trận, chia đội dù là thế nhưng mà tôi cũng không hề toxic hay tố cáo gì game, nhưng bây giờ đến cả việc đăng nhập để chơi mà cũng bị khóa, tuy nhiên game cũng không phải là quá chán dù như thế tôi vẫn thấy rất bức xúc vì sự việc này."
644,0,2,0,0,0,0,0,2,0,0,ghép trận toàn bọn tệ hại chơi toàn thua chán
645,0,0,0,2,0,0,0,0,0,0,từ lúc sửa lại nó cứ bị load với đơ
646,0,0,0,2,0,0,0,0,0,0,game hay lỗi vô cùng vậy
647,0,0,0,2,0,0,0,0,0,0,không vô được game
648,0,2,0,0,0,0,0,2,0,0,game này chơi toàn thua đội toàn bot
649,0,0,0,2,0,0,0,0,0,0,đang chơi tự nhiên không vào được game nữa
650,0,0,0,2,0,0,0,0,0,0,"sao mỗi lần ra tướng mới là bắt cập nhật hoài vậy, bộ rảnh lắm hả. biết một lần cập nhật là mất thời gian lắm không thêm cái mạng lag thì còn mất thời gian hơn nữa"
651,0,0,0,2,2,1,0,0,0,0,đang vô thì bị kích ra rồi trừ uy tín nhà phát hành nên coi lại
652,0,0,0,2,0,2,1,0,0,0,sự kiện chung sức lỗi rồi sửa đi
653,0,0,0,2,0,1,0,0,0,0,đầu mùa mới mà giật lag ghê quá.mong nhà phát hành game xem xét lại vấn đề này.
654,0,0,0,2,0,0,0,0,0,0,sao máy tôi honor magic 3 không bật được 120fps vậy
655,0,0,0,0,0,0,0,0,0,0,game tiến hoá ngược
656,0,0,0,0,2,1,0,0,0,0,nói thật là game chơi rất hay nhưng tôi không thích ở cái chỗ bị tố cáo là trừ uy tín mặc dù vô tội mong nhà phát hành xem xét
657,0,0,0,0,1,0,0,0,0,0,chơi rất hay
658,0,0,0,2,0,0,0,0,0,0,đăng nhập garena không được
659,0,0,0,2,0,0,0,0,0,0,chơi 4g thì lag thôi rồi
660,0,0,0,0,0,1,0,2,0,0,"người chơi thì mất nết vô cùng, thì người ta sinh viên mới mà chửi như con á mong game loại bỏ những thành phần này"
661,0,0,0,2,0,0,0,0,0,0,không cho đăng kí tư cách việt nam là sao thế?
662,0,0,0,2,0,0,0,0,0,0,"game từ lúc cập nhật rất là lag, thậm chí là lỗi cả mic"
663,0,0,0,2,0,1,0,0,0,0,đang chơi thì bị văng ra xem lại đi nha
664,0,0,0,2,0,0,0,0,0,0,game hay mà siêu lag vô cùng á
665,0,0,0,0,2,0,0,0,0,0,"có vẻ liên quân bây giờ thích giống honor of king 99 nhỉ, vậy qua honor of king chơi luôn vậy dù sao 2 game cũng giống nhau."
666,0,2,0,0,0,0,0,0,0,2,game cho toàn thua cày mãi không lên rank hỏi ai bực không
667,0,0,2,0,0,0,0,0,0,0,mới đổi tên xong tốn thẻ game tùy sửa tên lại
668,0,0,0,2,0,0,0,0,0,0,"cập nhật mà lag kinh, còn văng nữa đúng kiểu đang chơi mà bị văng tức hộc máu, cái vô lại thì bắt lại từ đâu. load chậm, không hiểu nổi game. 2 sao là phúc rồi"
669,0,0,0,2,0,0,0,0,0,0,mới cập nhật mà các tôi lại không vào được
670,0,0,0,2,0,0,0,0,0,0,không đăng nhập garena được . xóa đi tải lại mấy lần đều không được. toàn hiện màn hình trắng
671,0,0,0,0,2,0,0,0,0,0,liên quân bây giờ cập nhật như mobile legends khác tệ hại gì đâu
672,0,0,0,2,0,0,0,0,0,0,cập nhật xong tôi không vô trận được toàn bị out ra là thế nào
673,0,0,0,2,0,0,0,0,0,0,game lag vô cùng
674,0,2,0,2,0,0,0,2,0,0,"lag vô cùng, team thì tệ hại"
675,0,0,0,0,2,0,0,0,2,0,game kiểu gì mà mới vào thì không có raz chán thật game cứ ảo ảo.
676,0,0,0,2,0,2,0,0,0,0,không chấp nhận nổi tôi có 2 tài khoản facebook tôi đăng xuất tài khoản kia để vô tài khoản còn lại nhưng đến khi muốn vô tài khoản cũ thì nó cứ hiện đăng nhập của tài khoản này mong garena để tâm và khắc phục vấn đề này mà nhiều người mắc phải.
677,0,2,0,0,0,0,0,2,0,0,game tệ hại việc cho ghép trúng toàn gì đâu không chơi thắng lực chiến thấp vô cùng ra thua một đống
678,0,0,0,2,0,0,0,0,0,0,cập nhật xong còn tệ hơn trước nữa lag
679,0,0,0,2,0,0,0,0,0,0,server game tệ hại cập nhật tệ hại gì mà lag vô cùng chơi không được tệ hại đâu
680,0,0,0,0,0,0,0,0,0,0,tệ hại
681,0,0,0,2,0,0,0,0,0,0,lag quá cứ vô là bị đá ra
682,0,0,0,2,0,2,0,0,0,0,cập nhật xong game bị tệ hại ấy bị dở hơi à để bình thường đi toàn update mấy cái đâu đâu không
683,0,0,0,2,0,2,0,0,0,0,mới bị khóa tài khoản xong tạo tài khoản mới thì tự thoát liên tục nên mong garena khắc phục
684,0,2,0,0,2,1,0,2,0,0,"hệ thống ghép trận rất vớ vẩn , ghép 1 đại cao thủ đi đơn với 4 tinh anh cùng 1 team , xong ban ngày tầm 8h sáng ghép toàn gặp one champ top tỉnh tranh nhau vị trí dẫn đến team không có ad hay tanker , rừng . xử phạt thì chả ăn thua vào đâu trừ có 7 uy tín là cao nhất chả đủ sức răn đe được những người như vậy , họ chơi bù và tiếp tục phạm lỗi thì xử phạt cũng vô nghĩa mong game hãy xử phạt thật nặng những trường hợp pick sai vị trí , feed mạng dẫn đến thua cuộc trong đấu đơn cấm chơi 3 ngày"
685,0,0,0,2,0,0,0,0,0,0,"chơi sắp vào trận rồi thì cứ bị văng ra suốt, vào lại lại văng ra tiếp, không tiếp tục chơi được"
686,0,2,0,2,0,2,0,2,0,0,"game tệ hại, hệ thống ghép trận thì toàn tệ hại, kẹt mãi ở rank mà không lên được, ghép team mình thì toàn đứa ngu team bạn thì toàn cao thủ, hack map tố cáo cũng không xử lý"
687,0,0,0,0,0,0,0,2,0,0,game tệ hại chơi toàn gặp phá game ok
688,0,0,0,2,0,0,0,0,0,0,lỗi rất nhiều nhé
689,0,2,0,0,0,0,0,2,0,0,"game này chắc không hợp với tôi cứ ghép trận team mình lại có những tệ hại còn team bạn thì toàn người chơi có kinh nghiệm , cựu binh"
690,0,0,0,0,1,2,0,2,0,0,"game chơi được nhưng liên quân xem lại các trừ uy tín đi, không làm cái gì nói afk treo máy là sao???"
691,0,2,0,2,0,2,0,0,0,0,"fix lỗi toàn gặp bot trong đấu trường ulti giùm, lag vô cùng"
692,0,0,0,2,0,0,0,0,0,0,điền thông tin rồi đăng nhập không được
693,0,0,0,2,0,0,0,0,0,0,"cập nhật phiên bản mới 23 04 2025 giật lag nhiều, phần mềm kén điện thoại quá"
694,0,0,2,2,0,2,0,0,0,0,nhập code từ ngày 6 3 bảo 24h có quà đến bây giờ hiện tại ngày 15 4 rồi mà vẫn chưa thấy rương đâu đảo lừa rồi
695,0,0,0,2,0,2,0,2,0,0,"game bị gì ấy, tự nhiên người ta chả làm gì thì ban tài khoản người ta, xong người chơi thì toxic rồi hack map tùm lum thà chuyển sang chơi mobile legend còn hơn"
696,0,2,0,0,0,1,0,0,0,0,mong garena ghép trận công bằng một chút chơi 10 trận 7 trận thua rồi chán chẳng muốn nói
697,0,2,0,0,0,2,0,2,0,0,game không quan tâm đến trải nghiệm game toàn cho ghép với phá game. định làm một trận giảm stress mà càng stress thêm không hiểu garena làm game kiểu gì.
698,1,0,0,2,0,1,0,0,0,0,hơi lag mong nhà phát hành cho nhiều skin vào nhé
699,0,0,0,2,0,0,0,2,0,0,toàn hack
700,0,0,0,2,0,0,0,0,0,0,"mạng server quá kém, tải quá lâu."
701,0,0,0,0,0,0,0,2,0,0,game này toàn những thành phần phá và không chơi được.
702,0,2,0,0,0,2,0,2,0,0,người chơi game afk từ đầu trận phá game đến phút thứ 16 17 những thành viên còn lại vẫn cố gắng đánh nhưng không được bồi thường là sao ạ game càng ngày càng tồi tệ
703,0,2,0,2,0,2,0,0,0,0,"càng cập nhật càng lag thấy rõ, khắc phục mau đi, với lại xét năng lực mà lập đội nhé, chứ cứ để đội như thế thì chơi ức chế quá"
704,0,0,0,0,2,0,0,2,0,0,thỉnh thoảng chơi ngu thì bị chửi cảm giác không vui lắm mà chơi giỏi người ta cay nên báo cáo cũng bị trừ uy tín
705,0,2,0,0,0,0,0,0,0,0,"cập nhật nhiều,cứ tụt rank hoài"
706,0,0,0,2,0,0,0,0,0,0,"cũng hay á, nhưng mà game này nặng quá tải một phát hết dung lượng luôn"
707,0,0,0,0,1,1,0,0,0,0,hy vọng nhà phát hành sửa lại cái phần tố cáo khi coi lịch sử đấu vẫn có thể tố cáo được người chơi
708,0,2,0,2,0,0,0,2,0,0,game hay nhưng hay bị vừa vào trận đấu trường uti đã gặp hack lúc nào cũng có hack
709,0,2,0,0,0,0,0,2,0,0,toàn gặp tệ hại
710,0,0,0,2,0,0,0,0,0,0,mạng bình thường vô cùng mà tự nhiên không vào được trận là sao?????
711,0,2,0,0,0,0,0,2,0,0,game sao toàn gặp trẻ trâu còn tranh đường
712,0,2,0,0,0,0,0,2,0,0,game nghe nói có nhiều buff bẩn hack map nhưng buff bẩn mình gặp rồi hack map thì không nhưng game không biết kiểu gì 2 thằng afk vẫn trừ sao
713,1,0,0,2,0,0,0,0,0,0,"game càng ngày nhiều skin đặc sắc quá hiến nhiều khi trải nghiệm game không thấy tướng mình đang chơi đâu , game càng ngày dung lượng càng nhiều nên khiến trải nghiệm của mỗi người chơi không được thuận tiện"
714,0,0,0,2,0,0,0,0,0,0,cái này là thắng bại tại wifi á
715,0,2,0,2,0,0,0,0,0,0,không mod không hack đang chơi bị văng vào game lại bị dính trận ảo
716,0,0,0,2,0,0,0,0,0,0,lag quá máy yếu không chơi được
717,0,2,0,0,0,0,0,0,0,0,ghép lệch trình quá
718,0,2,0,0,0,0,0,2,0,0,"game tệ hại, ghép thì toàn ghép với lũ c1, cho 3 sao là còn nhân nhượng đấy"
719,0,0,0,0,0,0,0,2,0,0,người chơi quá tệ hại
720,0,0,0,2,0,2,0,0,0,0,tôi chơi hồi giờ không bị sao đâu tự nhiên cập nhật xong cái vào game lại bị văng ra chả hiểu kiểu gì yêu cầu game nhé
721,0,0,0,0,0,0,0,0,0,0,cũng vậy
722,0,0,0,0,0,0,0,0,0,0,game khá hay nên chơi
723,0,0,0,2,0,2,0,0,0,0,game rất hay nhưng hay bị đẩy ra một cách khó hiểu làm ơn khắc phục lỗi giúp tôi
724,0,0,0,0,0,2,0,0,0,0,gì mà gần 1 năm không có gì hên
725,0,2,0,0,0,0,0,0,0,2,vui à được cái là thua là không bao giờ thắng thắng thì có xíu vô cùng
726,0,2,0,0,0,0,0,2,0,0,ghép toàn mấy quả team tệ hại
727,0,0,0,2,2,2,0,0,0,0,làm lại game đi chơi xong không afk thoát vẫn trừ uy tín
728,0,0,0,2,0,2,0,0,0,0,lỗi không sửa
729,0,0,0,0,0,0,0,0,0,0,game mãi hay
730,0,0,0,0,1,0,0,2,0,0,yêu cầu game trừ uy tín những người tranh lane hơi tí là tệ hại uy tín
731,0,0,0,2,2,1,0,2,0,0,"đề nghị liên quân sửa lỗi đăng nhập tài khoản như mùa trước để không bị lag và vào game nhanh hơn , còn phần tố cáo thì phạt thật nặng cho hành vi phá game cướp vị trí , còn về lòng tài khoản đang chơi bị người khác vô bị trừ 20 uy tín thì nặng quá nên trừ 10 uy tín thôi nếu vi phạm nữa thì bị cấm 3 ngày mong liên quân xem xét lại . cảm ơn"
732,0,0,0,2,0,0,0,0,0,0,bị lỗi không tải được đồ họa tải xong ra vô lại thì bắt tải lại từ đầu
733,0,0,0,2,0,0,0,2,0,0,hack map hơi nhiều
734,0,0,0,2,0,0,0,0,0,0,đăng nhập cứ bị văng ra vô lại từ đầu không biết phải lỗi do điện thoại không
735,0,1,0,0,0,2,0,2,0,0,"chơi cũng hay nhưng cứ đấu thường là gặp afk, treo máy... chơi 1 trận hết 3 đứa treo rồi. yêu cầu xử phạt nặng"
736,0,0,0,2,2,2,0,0,0,0,"tôi không đồng ý với việc trừ điểm uy tín cấm chơi như vậy. tên game của tôi là ben g, tôi chơi rất tích cực mới tạo tài khoản là tôi lên rank gần cao thủ tỷ lệ thắng 75 . wifi bị rớt mạng thế là tôi bị tố cáo là phá game bị trừ 4 điểm uy tín. cứ như vậy game không cạnh tranh được với những tựa game cùng thể loại. nhà phát hành mau khắc phục tình trạng trên. thanks"
737,0,0,0,2,0,0,0,0,0,0,game chơi hay nhưng chơi có mấy trận vào game không được nên cho 3 sao thôi
738,0,2,0,0,0,0,0,2,0,0,khá nhiều buff bẩn
739,0,0,0,0,0,1,0,0,0,0,cũng cải thiện rồi đó
740,0,0,2,0,0,0,0,0,0,0,game hay nhưng nạp thẻ nhiều quá
741,0,0,0,0,0,0,0,0,0,0,cũng được cũng ok
742,0,0,0,0,0,0,0,0,0,0,hối hận khi xóa game
743,0,0,0,2,0,0,0,0,0,0,sao tài khoản của tôi đăng nhập vô mà hiện tài khoản mới là sao
744,0,2,0,0,0,0,0,2,0,0,quá nhiều hack
745,0,0,0,0,0,0,0,0,0,0,không ổn lắm
746,1,0,0,1,0,1,0,0,1,0,game rất hay cấu hình cao mượt mong nhà phát hành sản xuất ra nhiều tướng mới
747,0,0,2,2,0,0,1,0,0,0,"đùa chứ sự kiện thì ngon thật nhưng mà toàn lỗi game, từ qua giờ vào trong web nạp không nạp được"
748,0,0,0,2,0,0,0,0,0,0,tốn quá nhiều dung lượng
749,0,0,0,2,0,2,0,0,0,0,sao mà tui chơi 3 trận mạng bình thường mà sao nó cứ kêu là lỗi mạng không ổn định. kết nối lại thì vô trận ảo là sao mong gà sửa lại
750,0,0,0,0,0,0,0,2,0,0,chơi ngu xong bật mic lên toàn hỏi thăm ba mẹ mình không à
751,0,0,0,2,0,0,0,0,0,0,cũng được mạng hơi lag
752,0,0,0,2,0,0,0,2,0,0,"game hay nhưng do có nhiều thành phần làm nát game hack , buff bẩn , phá game , ... nên 3 sao"
753,0,0,0,0,0,0,0,2,0,0,quá nhiều toxic còn lại thì tuyệt vời
754,0,0,0,0,0,0,0,0,0,0,game tệ hại
755,0,2,0,0,2,0,0,0,0,0,thắng mvp không được cộng điểm chiến lực vô cùng game
756,0,0,0,0,0,0,0,0,0,0,"tôi xóa, tệ hại vô cùng"
